PDB_ID	Binding_Type	pK	Max_Prediction
4og4	Kd	6.021	0.772
4oct	Kd	5.046	0.647
4kz7	Ki	2.495	0.500
4l2l	Ki	5.699	0.917
4cwr	Ki	8.301	0.981
4cws	Ki	7.921	0.981
4ngm	Ki	10.348	0.941
4jyt	Ki	7.398	0.992
5jsg	Kd	4.848	0.613
4jzi	Ki	7.398	0.992
4m8x	Ki	10.201	0.990
4kz4	Ki	4.155	0.646
4cwq	Ki	7.056	0.978
4m8y	Ki	9.959	0.990
4mhz	Ki	6.873	0.930
4nue	Ki	6.824	0.980
4qy3	Ki	6.824	0.911
4cwp	Ki	6.770	0.983
4cwt	Ki	6.747	0.984
3zj6	Ki	6.658	0.651
4mc6	Ki	9.585	0.993
4cd0	Ki	9.699	0.964
4jz1	Ki	6.699	0.990
3wmc	Ki	6.509	0.655
4mhy	Ki	6.466	0.927
4mc9	Ki	9.444	0.993
4ty7	Ki	9.523	0.992
4lhm	Ki	3.387	0.626
4qge	Ki	9.301	0.941
4o04	Ki	6.161	0.977
4clj	Ki	9.155	0.961
4p6w	Ki	9.155	0.856
4cmo	Ki	9.071	0.956
4kz6	Ki	3.097	0.583
4l19	Ki	6.097	0.839
4r5t	Ki	6.097	0.869
4nuc	Ki	6.041	0.977
4r3w	Ki	3.000	0.662
4kwg	Ki	6.000	0.536
4msc	Ki	5.959	0.945
4p5d	Ki	5.824	0.747
4nwc	Ki	5.759	0.817
4kz3	Ki	2.770	0.548
4m6u	Ki	2.745	0.596
4o2b	Ki	5.745	0.816
4ngp	Ki	7.960	0.888
4owm	Ki	2.963	0.506
4o9v	Ki	8.000	0.991
4r59	Ki	7.959	0.916
4lm3	Ki	2.921	0.903
4qgi	Ki	3.903	0.993
4llx	Ki	2.886	0.904
4kiu	Ki	3.854	0.933
4mc1	Ki	7.854	0.993
4pcs	Ki	7.854	0.773
4r76	Ki	7.854	0.778
4rak	Ki	7.854	0.898
4ciw	Ki	4.824	0.894
4ih3	Ki	4.818	0.552
4keq	Ki	3.824	0.753
4kwf	Ki	4.824	0.548
4omc	Ki	10.777	0.808
4w9p	Ki	7.796	0.772
4llp	Ki	4.796	0.915
4rj8	Ki	7.770	0.944
4w9o	Ki	7.770	0.787
4r5b	Ki	6.733	0.880
4jxs	Ki	4.745	0.732
4cd5	Ki	6.712	0.720
4c2v	Ki	9.000	0.913
4bf1	Ki	8.620	0.966
4o3c	Ki	2.590	0.772
4cwn	Ki	5.585	0.984
4pqa	Ki	5.553	0.500
4uc5	Kd	5.481	0.500
4cpz	Ki	7.681	0.662
4ovg	Ki	3.690	0.629
4cpt	Ki	7.699	0.990
4o09	Ki	7.699	0.972
4q93	Ki	4.652	0.896
4g95	Ki	7.613	0.989
4pee	Ki	8.319	0.833
4oc1	Ki	6.595	0.931
4p58	Ki	4.602	0.908
4cd4	Ki	6.580	0.523
4ngn	Ki	7.551	0.726
4r5a	Ki	8.699	0.872
4uma	Ki	5.409	0.615
4mrz	Ki	3.523	0.916
4ty6	Ki	7.523	0.992
4cpw	Ki	7.502	0.990
4oc0	Ki	6.498	0.852
4cwf	Ki	4.489	0.976
4cu8	Ki	4.470	0.549
4kwo	Ki	6.452	0.970
4cpr	Ki	7.456	0.991
4umc	Ki	3.444	0.567
4o05	Ki	7.432	0.976
4ou3	Ki	4.412	0.807
4llj	Ki	3.420	0.897
4n8q	Ki	3.420	0.620
4nh8	Ki	8.523	0.983
4o97	Ki	8.523	0.991
4v24	Ki	8.367	0.643
4bf6	Ki	8.347	0.973
4na9	Ki	7.387	0.980
4o07	Ki	7.377	0.967
4lkq	Ki	3.347	0.908
4owv	Ki	4.347	0.500
4cpy	Ki	6.309	0.738
4nh7	Ki	8.398	0.983
4ual	Ki	8.398	0.923
4oc3	Ki	8.276	0.899
4oc2	Ki	8.276	0.860
4cps	Ki	8.268	0.991
4u8w	Ki	11.237	0.994
4msa	Ki	3.301	0.906
4mrw	Ki	3.301	0.909
4itp	Ki	7.268	0.921
4lm0	Ki	3.252	0.892
4oak	Ki	4.224	0.571
4lm1	Ki	3.229	0.889
4o0b	Ki	8.301	0.960
4cwo	Ki	5.215	0.977
4m0r	Ki	5.208	0.672
4mc2	Ki	8.194	0.993
4o0y	Ki	7.222	0.950
4o0x	Ki	7.167	0.942
4oma	Ki	4.167	0.692
4cp7	Ki	8.108	0.991
4loy	Ki	8.092	0.991
4q19	Ki	8.051	0.751
4oc5	Ki	7.071	0.901
4lm4	Ki	3.041	0.859
3wzn	Kd	7.000	0.500
4p6x	Ki	7.041	0.862
4lm2	Ki	3.027	0.856
4msn	Ki	4.027	0.887
4llk	Ki	3.004	0.864
4umb	Ki	4.004	0.566
4xtx	Kd	10.569	0.937
4zzz	Kd	7.060	0.870
3wtn	Kd	7.041	0.500
3wtl	Kd	7.036	0.500
5epl	Kd	7.027	0.570
3wtm	Kd	7.000	0.500
4zba	Kd	5.510	0.704
3wto	Kd	6.924	0.500
4zzx	Kd	6.903	0.899
4xtz	Kd	9.815	0.935
4rd0	Kd	6.620	0.945
4zzd	Kd	6.602	0.875
3wtj	Kd	6.527	0.500
4xu3	Kd	9.502	0.928
5cp9	Kd	3.509	0.500
4xu1	Kd	9.489	0.922
4rd3	Kd	6.469	0.950
4ymh	Kd	6.456	0.694
4zeb	Kd	6.523	0.642
4zvi	Kd	6.328	0.919
4rd6	Kd	6.284	0.947
4zb6	Kd	6.276	0.817
4xtv	Kd	9.268	0.927
4xu2	Kd	9.228	0.936
4xty	Kd	9.212	0.921
4xu0	Kd	9.114	0.927
4tqn	Kd	6.114	0.994
3x00	Kd	9.081	0.557
4xk9	Kd	9.066	0.771
4tkj	Kd	6.040	0.903
4xtw	Kd	9.030	0.944
4zb8	Kd	6.027	0.902
4tjz	Kd	5.971	0.871
4rr6	Kd	6.000	0.905
4ra1	Kd	5.936	0.873
4und	Kd	8.959	0.966
4d4d	Kd	5.959	0.508
5ct2	Kd	2.921	0.500
4y5d	Kd	5.921	0.738
4zei	Kd	5.876	0.895
5nn6	Kd	5.523	0.527
4cst	Kd	8.886	0.982
4zec	Kd	5.824	0.763
4ymq	Kd	5.796	0.975
4ysl	Kd	5.796	0.713
5cbr	Kd	5.745	0.873
4tkh	Kd	5.735	0.897
3wvm	Kd	5.710	0.904
4czs	Kd	5.000	0.500
4rlt	Kd	4.963	0.754
5boj	Kd	7.000	0.667
5aba	Kd	2.983	0.965
4xxh	Kd	5.000	0.625
5cst	Kd	6.959	0.526
4y2q	Kd	2.921	0.903
4qtl	Kd	6.921	0.949
5e1s	Kd	7.921	0.951
4rlw	Kd	4.873	0.756
4rra	Kd	4.873	0.895
4zl4	Kd	7.860	0.971
4xya	Kd	5.863	0.974
5efc	Kd	4.851	0.669
5d1r	Kd	4.842	0.500
5efa	Kd	4.833	0.704
4x5r	Kd	7.854	0.984
4rlu	Kd	4.818	0.736
4rrg	Kd	2.813	0.656
4qpd	Kd	7.824	0.824
4q46	Kd	3.772	0.617
4pg9	Kd	7.796	0.500
4qjw	Kd	7.796	0.733
4wop	Kd	4.764	0.547
4x50	Kd	7.752	0.981
4pvx	Kd	6.764	0.948
4w52	Kd	3.757	0.500
5am6	Kd	6.733	0.964
5alb	Kd	10.708	0.800
4crl	Kd	9.710	0.957
4pvy	Kd	6.706	0.933
4u0w	Kd	3.000	0.500
4x5q	Kd	9.000	0.985
4zek	Kd	5.658	0.810
4zyf	Kd	8.638	0.988
5e8f	Kd	8.638	0.758
4tkb	Kd	5.592	0.896
4zzy	Kd	5.602	0.971
5afv	Kd	5.585	0.820
5a81	Kd	5.538	0.993
4ymg	Kd	4.678	0.750
5a5q	Kd	4.678	0.983
5aoj	Kd	4.678	0.887
4x5z	Kd	7.627	0.831
5dqe	Kd	3.631	0.791
4rrf	Kd	3.621	0.537
4r73	Kd	7.638	0.756
5e73	Kd	4.638	0.953
4uin	Kd	7.620	0.615
4ynl	Kd	4.620	0.569
4x8o	Kd	6.602	0.705
5dqf	Kd	3.597	0.500
4or4	Kd	4.572	0.735
4x3k	Kd	4.558	0.586
4urz	Kd	2.523	0.914
4u5n	Kd	2.481	0.500
5a7b	Kd	3.567	0.969
4yrd	Kd	4.569	0.866
5btx	Kd	3.553	0.712
5cqu	Kd	6.538	0.978
4rwj	Kd	8.699	0.960
4qb3	Kd	5.469	0.978
4css	Kd	8.456	0.985
4u5o	Kd	2.420	0.500
5cbs	Kd	5.409	0.795
4u5s	Kd	2.409	0.500
5c3p	Kd	4.463	0.500
4zji	Kd	6.469	0.739
5azf	Kd	4.442	0.502
4xy8	Kd	6.401	0.949
4wn5	Kd	7.409	0.528
5e74	Kd	4.409	0.965
4cl6	Kd	5.393	0.500
5d21	Kd	8.377	0.545
4or6	Kd	5.310	0.675
4omk	Kd	4.397	0.754
4zt8	Kd	4.387	0.619
4z93	Kd	7.351	0.981
4xmb	Kd	7.357	0.822
4cp5	Kd	3.345	0.500
5aol	Kd	2.319	0.864
4qj0	Kd	7.319	0.792
4ucc	Kd	4.319	0.500
4omj	Kd	5.264	0.822
4y59	Kd	5.237	0.798
4qfp	Kd	4.232	0.500
4q08	Kd	6.301	0.945
4zme	Kd	4.301	0.574
4qjx	Kd	7.284	0.924
4qfo	Kd	4.272	0.500
4r0a	Kd	4.260	0.500
4r75	Kd	7.244	0.763
4ury	Kd	2.222	0.872
4x5p	Kd	8.208	0.986
5acy	Kd	8.194	0.981
4q09	Kd	8.174	0.951
5aut	Kd	5.174	0.957
5ahw	Kd	5.166	0.500
5am7	Kd	7.190	0.970
5bv3	Kd	7.167	0.500
5cs3	Kd	2.155	0.500
4qfl	Kd	5.114	0.500
4xt2	Kd	7.155	0.852
5dq8	Kd	4.137	0.874
5c5t	Kd	3.127	0.500
4zow	Kd	4.125	0.500
4qfn	Kd	4.119	0.697
4ymx	Kd	7.102	0.762
4yth	Ki	8.699	0.972
4oiv	Kd	5.081	0.866
4u54	Kd	2.060	0.500
5a2i	Kd	5.056	0.735
5cc2	Kd	4.097	0.680
4xmr	Kd	4.066	0.539
4r74	Kd	8.097	0.740
5dgu	Ki	11.347	0.993
4x5y	Kd	8.032	0.855
5cso	Kd	6.027	0.500
4qp2	Kd	3.027	0.953
5aoi	Kd	3.027	0.896
5bry	Ki	11.824	0.994
4crc	Ki	8.721	0.993
5dgw	Ki	11.046	0.994
4ytc	Ki	7.886	0.973
4crb	Ki	7.569	0.993
4yo8	Ki	10.523	0.873
5ceq	Ki	7.377	0.973
4ynb	Ki	10.367	0.913
4qlk	Ki	3.244	0.880
5bwc	Ki	7.215	0.761
4cra	Ki	7.222	0.992
4zbf	Ki	7.131	0.946
5cep	Ki	6.839	0.960
4ykj	Ki	4.432	0.500
4zo5	Ki	9.824	0.968
4wkn	Ki	9.721	0.876
4o2p	Ki	6.699	0.965
4zip	Ki	9.678	0.991
5cjf	Ki	9.585	0.713
4ygf	Ki	7.678	0.658
4wkp	Ki	9.553	0.909
4pv5	Ki	6.538	0.741
4zbi	Ki	6.509	0.943
4wko	Ki	9.469	0.903
4qll	Ki	3.377	0.876
4z0k	Ki	6.335	0.992
4q99	Ki	6.284	0.845
4crf	Ki	9.301	0.992
4ymb	Ki	6.208	0.744
4wrb	Ki	6.187	0.543
4s1g	Ki	9.222	0.873
5aml	Ki	9.155	0.923
5dit	Ki	6.155	0.877
4zls	Ki	9.086	0.993
3wz6	Ki	5.959	0.894
5cas	Ki	8.854	0.965
4x6n	Ki	8.824	0.993
3wz8	Ki	5.824	0.887
5cau	Ki	8.796	0.957
5e2p	Ki	8.796	0.993
4rhx	Ki	5.796	0.755
4ykk	Ki	2.770	0.500
4xas	Ki	6.585	0.500
3wz7	Ki	5.745	0.909
4x6o	Ki	8.721	0.993
4re2	Ki	4.983	0.637
4riv	Ki	7.000	0.862
4twp	Ki	10.000	0.944
4p6c	Ki	4.000	0.579
5fl4	Ki	6.996	0.867
4xar	Ki	6.971	0.667
4zx0	Ki	8.000	0.907
5a6k	Ki	5.947	0.633
4q7v	Ki	3.585	0.759
4rn4	Ki	6.943	0.977
4xir	Ki	6.939	0.975
4y79	Ki	7.959	0.990
4ruy	Ki	7.893	0.836
4rux	Ki	7.921	0.833
4x8v	Ki	6.886	0.983
4ufk	Ki	3.886	0.500
4re4	Ki	6.870	0.608
4q87	Ki	4.854	0.850
4z84	Ki	5.824	0.971
4x24	Ki	9.780	0.805
5c1m	Ki	10.796	0.849
4z2b	Ki	7.757	0.737
4x48	Ki	6.770	0.913
5cbm	Ki	7.770	0.500
4q8x	Ki	3.569	0.854
4ufm	Ki	3.721	0.500
5e2o	Ki	8.699	0.992
4q9y	Ki	5.678	0.728
5c28	Ki	5.658	0.900
4ufl	Ki	2.638	0.500
4qd6	Ki	8.638	0.954
5egm	Ki	8.620	0.992
5caq	Ki	8.569	0.969
4wkb	Ki	11.569	0.845
5amd	Ki	8.553	0.938
4yha	Ki	6.648	0.500
4ruz	Ki	7.636	0.791
4q7w	Ki	2.638	0.745
4q8y	Ki	2.638	0.820
4xip	Ki	6.629	0.962
5c8n	Ki	7.553	0.972
4zwz	Ki	8.699	0.889
4zwx	Ki	8.699	0.908
4q1w	Ki	11.699	0.994
4x8u	Ki	2.456	0.944
5ork	Kd	3.631	0.947
4zae	Ki	8.444	0.993
4y8x	Ki	8.432	0.993
4u6z	Ki	5.409	0.939
5byi	Ki	7.513	0.948
4qf9	Ki	4.431	0.539
5hvt	Kd	7.260	0.500
4wa9	Ki	8.420	0.957
4ufh	Ki	6.420	0.500
4q7s	Ki	4.420	0.689
4yml	Ki	8.347	0.782
4z1k	Ki	8.328	0.924
5c2a	Ki	8.319	0.945
4u1b	Ki	5.310	0.899
4z83	Ki	7.398	0.970
5fl6	Ki	7.361	0.859
4q1y	Ki	10.347	0.992
4q7p	Ki	4.319	0.742
4riu	Ki	7.301	0.889
4y0a	Ki	2.305	0.526
4ryd	Ki	11.260	0.810
4rfc	Ki	8.244	0.924
4z1e	Ki	8.244	0.936
4x6m	Ki	8.237	0.993
4z1j	Ki	8.114	0.930
5cap	Ki	7.284	0.971
4ufj	Ki	4.284	0.500
4u69	Ki	4.261	0.935
4xit	Ki	7.268	0.981
5e13	Ki	4.238	0.776
5amg	Ki	8.222	0.922
4u71	Ki	5.222	0.893
5fl5	Ki	8.194	0.872
4u73	Ki	5.180	0.913
4z0q	Ki	8.167	0.927
4u6w	Ki	4.213	0.887
4ufi	Ki	6.201	0.500
4q83	Ki	4.194	0.847
5dwr	Ki	11.222	0.980
4q90	Ki	2.155	0.723
4qrh	Ki	5.155	0.553
4cr5	Ki	4.155	0.972
4xaq	Ki	7.144	0.500
4zx1	Ki	6.140	0.941
4wov	Ki	7.143	0.803
4yc0	Ki	4.131	0.500
4q1x	Ki	11.155	0.994
5c2h	Ki	11.086	0.956
5c1w	Ki	5.060	0.872
4rfd	Ki	8.051	0.775
4cr9	Ki	4.097	0.979
5e2r	Ki	7.064	0.932
4xiq	Ki	7.066	0.965
4u70	Ki	5.022	0.888
4yes	Ki	8.018	0.990
4u6c	Ki	5.004	0.893
4rfm	Ki	10.046	0.927
6g3q	Ki	7.237	0.921
4q81	Ki	3.022	0.788
4yzu	Ki	5.046	0.989
5anu	Kd	9.398	0.944
5anv	Kd	9.301	0.969
5fnu	Kd	8.886	0.783
5ih9	Kd	8.699	0.994
5izj	Kd	11.523	0.976
5fck	Kd	8.222	0.974
5e89	Kd	7.854	0.991
5ive	Kd	7.569	0.931
5i8g	Kd	7.523	0.979
5tbm	Kd	7.310	0.893
5hvs	Kd	7.149	0.661
5hva	Kd	7.066	0.619
5cqt	Kd	6.907	0.988
5dx4	Kd	6.863	0.982
5js3	Kd	6.733	0.964
5izf	Kd	9.745	0.984
5cy9	Kd	6.662	0.988
5jt9	Kd	6.633	0.963
5i2e	Kd	6.638	0.765
5l4i	Kd	6.585	0.647
4rfr	Kd	6.538	0.782
5jvi	Kd	6.509	0.966
5cu4	Kd	6.495	0.956
5i2f	Kd	6.495	0.577
5jss	Kd	6.451	0.964
5dbm	Kd	6.456	0.987
5ivy	Kd	6.444	0.952
5jxn	Kd	6.411	0.966
5d0r	Kd	6.367	0.721
5ant	Kd	6.357	0.949
5ivv	Kd	6.347	0.951
5lz5	Kd	6.347	0.813
5kbe	Kd	6.337	0.500
5mn1	Kd	2.481	0.968
5ekm	Kd	6.319	0.922
5gmh	Kd	6.310	0.760
5i3y	Kd	9.398	0.980
5d25	Kd	6.301	0.982
5lz7	Kd	6.276	0.810
5lwd	Kd	6.244	0.958
5htl	Kd	6.301	0.576
5fnt	Kd	6.174	0.790
5i3w	Kd	9.222	0.985
5kax	Kd	6.108	0.500
5ftg	Kd	6.155	0.765
5d26	Kd	6.092	0.983
5e7n	Kd	6.092	0.617
5h9r	Kd	6.076	0.989
5d3l	Kd	6.056	0.981
5kcb	Kd	6.004	0.500
5g2g	Kd	6.046	0.768
4xo8	Kd	8.959	0.980
5cp5	Kd	5.909	0.983
5lvl	Kd	5.903	0.789
5ivc	Kd	5.921	0.953
5lwm	Kd	8.873	0.967
5lif	Kd	5.873	0.964
5eh5	Kd	5.870	0.895
5ipj	Kd	8.886	0.984
5fsy	Kd	5.886	0.682
5avf	Kd	5.495	0.694
5dw2	Kd	5.842	0.931
5egu	Kd	5.854	0.988
5eng	Kd	5.854	0.991
5lso	Kd	5.854	0.500
5tb6	Kd	5.815	0.989
5fsn	Kd	5.770	0.900
5eis	Kd	5.745	0.977
5fsx	Kd	2.721	0.563
5ikb	Kd	8.721	0.839
4z07	Kd	7.987	0.673
5aqz	Kd	5.481	0.890
5ehw	Kd	2.998	0.890
5g4n	Kd	3.996	0.942
4yx4	Kd	5.969	0.683
5flq	Kd	2.967	0.877
5eqy	Kd	8.000	0.835
5fng	Kd	2.957	0.869
5fou	Kd	3.947	0.825
4zv2	Kd	2.932	0.810
5hbn	Kd	4.889	0.500
5ii2	Kd	4.889	0.974
5flt	Kd	2.893	0.870
5i1q	Kd	7.921	0.990
5d3t	Kd	4.921	0.980
5eqe	Kd	3.879	0.710
5j0d	Kd	6.873	0.989
5fh7	Kd	6.863	0.983
5g4m	Kd	3.860	0.935
5l3a	Kd	4.886	0.855
5f1h	Kd	7.851	0.948
5ie1	Kd	6.854	0.973
5btv	Kd	3.854	0.500
5ewk	Kd	4.854	0.868
5eu1	Kd	7.812	0.949
5exw	Kd	6.824	0.979
5fov	Kd	2.799	0.814
4ybk	Kd	7.824	0.980
5i29	Kd	7.824	0.994
5fbi	Kd	2.796	0.875
5i3v	Kd	7.796	0.977
5lne	Kd	4.759	0.504
5fh8	Kd	6.770	0.980
4yhm	Kd	9.762	0.919
5er4	Kd	2.756	0.631
5hbs	Kd	7.733	0.892
4yk0	Kd	3.742	0.986
5ia0	Kd	6.728	0.967
4yho	Kd	10.745	0.971
5k03	Kd	4.745	0.889
4yb5	Kd	4.714	0.520
5his	Kd	4.708	0.500
5l9g	Kd	7.703	0.634
5ia2	Kd	7.721	0.970
5hjq	Kd	4.721	0.500
5f0f	Kd	6.000	0.919
5f1r	Kd	6.000	0.821
5ey0	Kd	2.646	0.699
5epn	Kd	8.658	0.869
5d0c	Kd	5.631	0.990
5g46	Kd	2.602	0.864
5i9y	Kd	8.553	0.970
5hrw	Kd	5.481	0.970
5dus	Kd	5.530	0.726
5sxm	Kd	8.538	0.693
5fe9	Kd	4.678	0.904
5dkn	Kd	3.693	0.500
5a6x	Kd	6.695	0.535
5fs5	Kd	6.685	0.991
5fog	Kd	3.672	0.812
5fol	Kd	3.668	0.885
4d7b	Kd	7.678	0.667
5eq1	Kd	4.678	0.980
5ji8	Kd	4.631	0.908
5ko1	Kd	6.638	0.945
5hu9	Kd	7.616	0.960
5i88	Kd	6.602	0.981
5lvr	Kd	3.602	0.917
5ia5	Kd	7.602	0.974
5evz	Kd	6.569	0.975
5c2o	Kd	4.550	0.579
5fpk	Kd	3.553	0.735
5etb	Kd	4.538	0.983
5dlx	Kd	5.699	0.987
5lz4	Kd	5.699	0.779
4zgk	Kd	5.509	0.979
5cks	Kd	5.509	0.635
4y4j	Kd	2.469	0.659
5ave	Kd	5.444	0.500
5e3a	Kd	5.444	0.685
5f2u	Kd	8.432	0.863
5i9x	Kd	7.523	0.968
4yxi	Kd	6.496	0.722
5fnd	Kd	3.495	0.969
5eh7	Kd	3.481	0.908
5fut	Kd	6.453	0.767
5jox	Kd	4.456	0.500
5d6j	Kd	4.444	0.539
5f2p	Kd	4.426	0.933
5g4o	Kd	4.432	0.953
5ihh	Kd	6.409	0.678
4xoc	Kd	8.523	0.981
5f08	Kd	5.523	0.898
5tef	Kd	5.398	0.513
5chk	Kd	5.385	0.780
4y3y	Kd	2.347	0.795
5edl	Kd	8.347	0.500
5l4m	Kd	5.337	0.629
5czm	Kd	8.319	0.929
5d3c	Kd	10.398	0.939
5igm	Kd	7.380	0.971
5fns	Kd	5.398	0.771
4yyt	Kd	6.379	0.729
5d3x	Kd	6.357	0.966
5ia3	Kd	7.337	0.960
4zcs	Kd	4.328	0.533
5l9o	Kd	5.398	0.500
5h8g	Kd	10.317	0.980
5meh	Kd	6.318	0.500
5fe7	Kd	3.312	0.867
5ep7	Kd	5.398	0.992
5eqp	Kd	5.398	0.717
5hrv	Kd	5.292	0.971
5hrx	Kd	5.292	0.973
5ect	Kd	5.284	0.707
5hwu	Kd	5.272	0.660
5gs9	Kd	5.260	0.500
4zv1	Kd	5.242	0.949
5d3j	Kd	5.244	0.984
5edd	Kd	5.244	0.611
5d24	Kd	5.237	0.977
5g45	Kd	3.301	0.760
5ewy	Kd	4.301	0.836
5duw	Kd	3.292	0.823
4r06	Kd	6.290	0.908
5i7y	Kd	7.284	0.951
5ia4	Kd	7.284	0.967
5f2r	Kd	4.284	0.980
5l4j	Kd	4.284	0.685
5ia1	Kd	6.276	0.958
5i7x	Kd	7.276	0.942
5f9b	Kd	4.261	0.933
5ei3	Kd	4.248	0.548
5b2d	Kd	4.252	0.500
5f8y	Kd	4.244	0.500
5ad1	Kd	7.237	0.567
5csp	Kd	4.237	0.954
5fnr	Kd	4.229	0.776
5eyr	Kd	5.301	0.924
5h8e	Kd	11.199	0.979
4y3j	Kd	2.167	0.609
5kh3	Kd	4.222	0.518
5dyo	Kd	10.215	0.500
5en3	Kd	6.208	0.682
5i80	Kd	7.208	0.978
5cs6	Kd	3.201	0.952
5dnu	Kd	4.110	0.504
5ha1	Kd	7.193	0.918
5fox	Kd	3.171	0.820
5ito	Kd	4.162	0.835
5fot	Kd	3.167	0.719
5bw4	Kd	4.167	0.701
5fe6	Kd	2.161	0.849
5k8s	Kd	8.222	0.753
5kva	Kd	5.135	0.796
5d3p	Kd	5.131	0.979
5f74	Kd	5.119	0.500
5d3h	Kd	5.102	0.986
5fnf	Kd	3.155	0.957
5fnc	Kd	4.114	0.980
5flo	Kd	3.149	0.894
5ehr	Kd	7.137	0.792
5lvq	Kd	4.137	0.857
5lom	Kd	7.130	0.500
5ey4	Kd	3.125	0.970
5e6o	Kd	4.114	0.500
5kat	Kd	4.104	0.610
5f1x	Kd	6.108	0.976
5l9l	Kd	7.100	0.696
5eh8	Kd	3.102	0.850
5hwv	Kd	5.071	0.500
5ehv	Kd	3.083	0.876
5l2s	Kd	7.081	0.982
5i3x	Kd	8.097	0.980
5f25	Kd	5.041	0.928
5d3n	Kd	5.036	0.980
4xoe	Kd	5.004	0.979
5itp	Kd	5.004	0.785
5sz7	Ki	9.699	0.930
5kr1	Ki	9.495	0.993
5fls	Kd	3.043	0.888
5lli	Kd	7.046	0.965
5e2l	Kd	4.032	0.500
5l9i	Kd	7.004	0.707
5cxa	Kd	8.046	0.927
5i9z	Kd	8.046	0.971
5ld8	Kd	8.046	0.657
5i3a	Kd	5.046	0.500
5hz6	Ki	7.796	0.984
5edc	Ki	7.658	0.985
5hct	Ki	7.595	0.824
5een	Ki	8.959	0.987
5d48	Ki	7.523	0.986
5b25	Ki	10.237	0.845
4zx3	Ki	7.187	0.920
4zx4	Ki	7.108	0.948
5k0h	Ki	7.092	0.988
5hz9	Ki	7.032	0.947
5d47	Ki	7.000	0.983
5d45	Ki	6.921	0.979
5ayt	Ki	6.770	0.715
5edb	Ki	7.000	0.981
5fho	Ki	6.672	0.787
5e28	Ki	7.910	0.877
5dh5	Ki	9.638	0.956
5l7e	Ki	6.602	0.946
5ew0	Ki	6.585	0.500
5dxt	Ki	9.699	0.942
5sz4	Ki	9.699	0.896
5iwg	Ki	6.461	0.973
5jfp	Ki	9.319	0.992
5hz8	Ki	6.398	0.984
5ix0	Ki	6.285	0.979
5kqy	Ki	9.292	0.993
5dhu	Ki	6.301	0.816
5eei	Ki	9.222	0.986
5kr0	Ki	9.149	0.991
5l30	Ki	9.143	0.985
5eek	Ki	9.097	0.985
5sz0	Ki	9.097	0.869
5e2s	Ki	9.009	0.912
4uja	Ki	9.046	0.969
5fcz	Ki	4.201	0.728
4zw8	Ki	5.959	0.950
5fhn	Ki	5.896	0.862
5hcy	Ki	8.921	0.976
5sz1	Ki	8.921	0.891
5kby	Ki	8.824	0.592
5d2r	Ki	5.824	0.883
5jg1	Ki	8.721	0.993
4zw6	Ki	5.721	0.947
4ujb	Ki	8.000	0.973
5evb	Ki	5.000	0.500
5evd	Ki	5.000	0.500
5jy3	Ki	7.921	0.891
5evk	Ki	4.921	0.500
5j7w	Ki	4.886	0.726
5f1v	Ki	6.854	0.500
5elw	Ki	7.854	0.737
5hi7	Ki	7.854	0.965
5ewa	Ki	4.824	0.606
5l7g	Ki	7.796	0.950
5fdi	Ki	7.733	0.923
5j41	Ki	3.701	0.751
4zw7	Ki	4.721	0.945
5ef7	Ki	9.000	0.986
5cj6	Ki	8.693	0.935
5sz2	Ki	8.699	0.901
5mod	Kd	3.523	0.961
5htz	Ki	8.620	0.983
5sz3	Ki	8.602	0.912
5sz5	Ki	7.699	0.914
5jsq	Ki	4.672	0.595
5dex	Ki	7.646	0.739
5dfp	Ki	7.658	0.853
5kz0	Ki	7.658	0.945
5el9	Ki	7.638	0.755
5exn	Ki	7.638	0.993
5j7q	Ki	4.575	0.510
5sym	Ki	6.553	0.852
5hcv	Ki	8.699	0.916
5kr2	Ki	8.481	0.991
5drr	Ki	11.456	0.922
5kqx	Ki	8.444	0.991
5dey	Ki	8.432	0.917
5exl	Ki	8.432	0.992
4uj1	Ki	6.523	0.969
5ehq	Ki	10.481	0.830
5j8u	Kd	6.469	0.974
5fdc	Ki	7.458	0.894
5efj	Ki	6.456	0.989
4zw5	Ki	4.432	0.955
5ime	Ki	8.337	0.906
5dqc	Ki	7.341	0.986
5f61	Kd	7.456	0.986
5eij	Ki	5.313	0.938
5j8z	Ki	8.301	0.972
5l7h	Ki	7.301	0.948
5dh4	Ki	7.237	0.942
5khm	Ki	8.301	0.985
5fto	Ki	8.208	0.970
5exm	Ki	8.201	0.991
5aa9	Ki	8.194	0.976
5etj	Ki	10.180	0.550
5ev8	Ki	5.222	0.518
5jxq	Ki	8.155	0.954
5fhm	Ki	5.089	0.853
5jfu	Ki	8.071	0.992
5efh	Ki	6.097	0.981
4uj2	Ki	7.097	0.965
5e2k	Ki	8.032	0.864
5sz6	Ki	7.004	0.912
5ufr	Kd	8.699	0.950
5org	Kd	8.398	0.614
5g17	Kd	6.699	0.604
5n1z	Kd	8.187	0.751
5llg	Kd	11.131	0.825
5lyr	Kd	7.886	0.673
6euw	Kd	7.770	0.808
5lle	Kd	10.222	0.937
5kly	Kd	7.215	0.652
5llh	Kd	10.174	0.957
5vr8	Kd	6.870	0.615
5h1t	Kd	3.796	0.985
5wa9	Kd	6.757	0.500
5uf0	Ki	3.796	0.962
5h1v	Kd	4.000	0.972
6ayi	Kd	6.678	0.652
5wyx	Kd	6.658	0.571
5mxf	Kd	3.585	0.500
